60.01.001;RCM00026;TCC04148
60.01.001;RCM00013;TCC04070
60.01.001;RCM00010;TCC04080
60.01.001;RCM00004;TCC04073
60.01.001;GLC00292;CED00001
60.01.001;RCN00040;TCC04079
60.01.001;RCN00027;GFI00159
60.01.001;RCM00015;GAN04137
60.01.001;RCM00056;TCC04145
60.01.001;RCN00019;GMA04043
60.01.001;RCN00036;GGM04091
60.01.001;RCM00002;TCC05071
60.01.001;RCM00018;TCC04083
60.01.001;RCM00005;TCC04141
60.01.001;RCM00025;TCC04040
60.01.001;RCM00017;TCC00187
60.01.001;RCM00014;TCC04075
60.01.001;RCM00058;TCC04082
60.01.001;RCM00062;TET04059
60.01.001;RCN00023;GGM04092
60.01.001;RCM00008;TCC00170
60.01.001;RCN00043;GMA06074
60.01.001;RCM00008;TCC04076
60.01.001;RCM00016;TCC04021
60.01.001;RCM00029;TCC04085
60.01.001;RCM00021;TCC04026
60.01.001;RCN00020;GMA06074
60.01.001;RCM00007;TCC00176
60.01.001;RCM00009;TCC04077
60.01.001;RCM00031;TCC02055
60.01.001;RCN00025;GFI05100
60.01.001;RCN00038;TCC03078
60.01.001;RCN00027;GFI05102
60.01.001;RCN00028;GFI00138
60.01.001;RCM00006;TCC04074
60.01.001;RCM00011;TET05058
60.01.001;RCN00022;GMA06071
60.01.001;RCN00024;GAN04061
60.01.001;RCM00030;TCC04086
