148390;20121;"RCM00030";"85";"";"S";""
148390;20061;"GAN04061";"0";"";"I";""
148390;20061;"GMA04043";"17";"";"I";""
148390;20061;"GAN04137";"40";"";"I";""
148390;20061;"GGM04091";"20";"";"I";""
148390;20062;"GAN04061";"10";"";"I";""
148390;20062;"GMA04043";"78";"";"S";""
148390;20062;"TET05058";"";"";"";""
148390;20062;"GAN04137";"85";"";"S";""
148390;20062;"TCC05072";"39";"";"S";""
148390;20062;"GGM04091";"15";"";"I";""
148390;20051;"GAN04061";"";"";"";""
148390;20051;"GMA04043";"25";"";"S";""
148390;20051;"GAN04137";"39";"";"S";""
148390;20051;"TCC05072";"0";"";"I";""
148390;20041;"TCC04070";"68";"";"S";""
148390;20042;"GMA04043";"6";"";"S";""
148390;20042;"GAN04136";"51";"70";"S";""
148390;20042;"TCC03069";"80";"";"S";""
148390;20042;"TCC05071";"73";"";"S";""
148390;20071;"GAN04061";"0";"";"I";""
148390;20071;"GMA06074";"0";"";"I";""
148390;20071;"TCC02055";"70";"";"S";""
148390;20071;"GFI05100";"";"";"";""
148390;20071;"TCC05072";"77";"";"S";""
148390;20071;"GGM04091";"55";"70";"S";""
148390;20072;"TET05058";"";"";"";""
148390;20042;"GGM04092";"60";"";"S";""
148390;20072;"GMA06074";"0";"";"I";""
148390;20072;"TCC04073";"0";"";"I";""
148390;20072;"GAN04061";"0";"";"I";""
148390;20081;"RCT00004";"47";"60";"S";""
148390;20081;"RCT00010";"24";"";"S";""
148390;20081;"RCT00011";"90";"";"S";""
148390;20081;"RCT00012";"90";"";"S";""
148390;20081;"RCT00026";"53";"";"S";""
148390;20081;"RCT00027";"53";"";"S";""
148390;20082;"RCT00017";"40";"60";"S";""
148390;20082;"RCT00018";"48";"45";"S";""
148390;20082;"RCT00027";"0";"";"I";""
148390;20082;"RCT00026";"18";"";"S";""
148390;20082;"TCC04074";"65";"";"S";""
148390;20091;"TCC04040";"77";"";"S";""
148390;20091;"TET04059";"65";"";"S";""
148390;20091;"TCC04076";"60";"";"S";""
148390;20091;"RCT00024";"43";"75";"S";""
148390;20091;"TCC04026";"40";"65";"S";""
148390;20091;"TCC04068";"69";"";"S";""
148390;20092;"RCT00019";"44";"13";"S";""
148390;20092;"TCC03078";"42";"65";"S";""
148390;20092;"RCT00026";"40";"40";"S";""
148390;20092;"TCC04081";"5";"";"S";""
148390;20092;"RCT00027";"40";"45";"S";""
148390;20101;"RCT00036";"100";"";"S";""
148390;20101;"RCT00027";"72";"";"S";""
148390;20101;"RCT00019";"71";"";"S";""
148390;20101;"RCT00010";"75";"";"S";""
148390;20101;"RCT00026";"72";"";"S";""
148390;20101;"RCT00009";"69";"";"S";""
148390;20101;"RCT00030";"65";"";"S";""
148390;20102;"RCT00037";"78";"";"S";""
148390;20102;"RCT00034";"86";"";"S";""
148390;20092;"RCT00160";"60";"";"S";""
148390;20102;"RCT00014";"92";"";"S";""
148390;20102;"RCT00029";"79";"";"S";""
148390;20102;"RCT00020";"60";"";"S";""
148390;20102;"RCT00028";"30";"";"S";""
148390;20111;"RCT00079";"78";"";"S";""
148390;20111;"RCT00043";"70";"";"S";""
148390;20111;"RCT00028";"44";"48";"S";""
148390;20111;"RCT00064";"87";"";"S";""
148390;20111;"RCT00041";"100";"";"S";""
148390;20111;"RCT00031";"65";"";"S";""
148390;20111;"RCT00005";"73";"";"S";""
148390;20112;"RCT00028";"63";"";"S";""
148390;20112;"RCT00038";"81";"";"S";""
148390;20112;"RCT00076";"85";"";"S";""
148390;20112;"RCT00032";"90";"";"S";""
148390;20112;"RCT00061";"93";"";"S";""
148390;20112;"RCT00044";"39";"";"S";""
148390;20112;"RCT00056";"64";"";"S";""
100000013993;20141;"TCC00183";"84";"";"S";""
100000013993;20142;"TGI00001";"";"";"";"C"
100000013993;20142;"TCC00243";"";"";"";"D"
100000013993;20142;"TCC00246";"97";"";"S";""
100000013993;20141;"TCC00227";"85";"";"S";""
100000013993;20141;"TCC00184";"78";"";"S";""
100000013993;20141;"TCC00191";"85";"";"S";""
100000013993;20121;"TCC00175";"83";"";"S";""
100000013993;20121;"TCC00164";"90";"";"S";""
